temp,filtered temp,hum,filtered hum,,1-500,,,
28,28.14,38,37.61,,,,,
28,28.14,38,37.61,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.62,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.63,,,,,
28,28.14,38,37.64,,,,,
28,28.14,38,37.64,,,,,
28,28.14,38,37.64,,,,,
28,28.13,38,37.64,,,,,
28,28.13,38,37.64,,,,,
28,28.13,38,37.64,,,,,
28,28.13,38,37.64,,,,,
28,28.13,38,37.64,,,,,
28,28.13,38,37.64,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.65,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.66,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.67,,,,,
28,28.13,38,37.68,,,,,
28,28.13,38,37.68,,,,,
28,28.13,38,37.68,,,,,
28,28.13,38,37.68,,,,,
28,28.12,38,37.68,,,,,
28,28.12,38,37.68,,,,,
28,28.12,38,37.68,,,,,
28,28.12,38,37.68,,,,,
28,28.12,38,37.68,,,,,
28,28.12,38,37.68,,,,,
28,28.12,38,37.68,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.69,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.7,,,,,
28,28.12,38,37.71,,,,,
28,28.12,38,37.71,,,,,
28,28.12,38,37.71,,,,,
27.7,28.12,39,37.71,,,,,
27.6,28.12,39,37.71,,,,,
27.6,28.12,39,37.72,,,,,
27.6,28.11,39,37.72,,,,,
27.6,28.11,39,37.72,,,,,
27.6,28.11,39,37.73,,,,,
27.6,28.11,39,37.73,,,,,
27.6,28.11,39,37.73,,,,,
27.6,28.11,39,37.74,,,,,
27.6,28.11,39,37.74,,,,,
27.6,28.11,39,37.74,,,,,
27.6,28.11,39,37.75,,,,,
27.6,28.11,39,37.75,,,,,
27.6,28.11,39,37.76,,,,,
27.6,28.1,39,37.76,,,,,
27.6,28.1,39,37.76,,,,,
27.6,28.1,39,37.77,,,,,
27.6,28.1,39,37.77,,,,,
27.6,28.1,39,37.77,,,,,
27.6,28.1,39,37.78,,,,,
27.6,28.1,39,37.78,,,,,
27.6,28.1,39,37.78,,,,,
27.6,28.1,39,37.79,,,,,
27.6,28.1,39,37.79,,,,,
27.6,28.1,39,37.79,,,,,
27.6,28.1,39,37.8,,,,,
27.6,28.09,39,37.8,,,,,
27.6,28.09,39,37.8,,,,,
27.6,28.09,39,37.81,,,,,
27.6,28.09,39,37.81,,,,,
27.6,28.09,39,37.81,,,,,
27.6,28.09,39,37.82,,,,,
27.6,28.09,39,37.82,,,,,
27.6,28.09,39,37.82,,,,,
27.6,28.09,39,37.83,,,,,
27.6,28.09,39,37.83,,,,,
27.6,28.09,39,37.84,,,,,
27.6,28.08,39,37.84,,,,,
27.6,28.08,39,37.84,,,,,
27.6,28.08,39,37.85,,,,,
27.6,28.08,39,37.85,,,,,
27.6,28.08,39,37.85,,,,,
27.6,28.08,39,37.86,,,,,
27.6,28.08,39,37.86,,,,,
27.6,28.08,39,37.86,,,,,
27.6,28.08,39,37.87,,,,,
27.6,28.08,39,37.87,,,,,
27.6,28.08,39,37.87,,,,,
27.6,28.08,39,37.88,,,,,
27.6,28.07,39,37.88,,,,,
27.6,28.07,39,37.88,,,,,
27.6,28.07,39,37.89,,,,,
27.6,28.07,39,37.89,,,,,
27.6,28.07,39,37.89,,,,,
27.6,28.07,39,37.9,,,,,
27.6,28.07,39,37.9,,,,,
27.6,28.07,39,37.9,,,,,
27.6,28.07,39,37.91,,,,,
27.6,28.07,39,37.91,,,,,
27.6,28.07,39,37.92,,,,,
27.6,28.07,39,37.92,,,,,
27.6,28.06,39,37.92,,,,,
27.4,28.06,39,37.93,,,,,
27.2,28.06,39,37.93,,,,,
27.1,28.06,39,37.93,,,,,
27.1,28.06,39,37.94,,,,,
27.1,28.06,39,37.94,,,,,
27.1,28.05,39,37.94,,,,,
27.1,28.05,39,37.95,,,,,
27.1,28.05,39,37.95,,,,,
27.1,28.05,39,37.95,,,,,
27.1,28.05,39,37.96,,,,,
27.1,28.05,39,37.96,,,,,
27.1,28.04,39,37.96,,,,,
27.1,28.04,39,37.97,,,,,
27.1,28.04,39,37.97,,,,,
27.1,28.04,39,37.97,,,,,
27.1,28.04,39,37.98,,,,,
27.1,28.04,39,37.98,,,,,
27.1,28.03,39,37.98,,,,,
27.1,28.03,39,37.99,,,,,
27.1,28.03,39,37.99,,,,,
27.1,28.03,39,37.99,,,,,
27.1,28.03,39,38,,,,,
27.1,28.03,39,38,,,,,
27.1,28.02,39,38,,,,,
27.1,28.02,39,38.01,,,,,
27.1,28.02,39,38.01,,,,,
27.1,28.02,39,38.01,,,,,
27.1,28.02,39,38.02,,,,,
27.1,28.01,39,38.02,,,,,
27.1,28.01,39,38.02,,,,,
27.1,28.01,39,38.03,,,,,
27.1,28.01,39,38.03,,,,,
27.1,28.01,39,38.03,,,,,
27.1,28.01,39,38.04,,,,,
27.1,28,39,38.04,,,,,
27.1,28,39,38.04,,,,,
27.1,28,39,38.05,,,,,
27.1,28,39,38.05,,,,,
27.1,28,39,38.05,,,,,
27.1,28,39,38.06,,,,,
27.1,27.99,39,38.06,,,,,
27.1,27.99,39,38.06,,,,,
27.1,27.99,39,38.07,,,,,
27.1,27.99,39,38.07,,,,,
27.1,27.99,39,38.07,,,,,
27.1,27.98,39,38.08,,,,,
27.1,27.98,39,38.08,,,,,
27.1,27.98,39,38.08,,,,,
27.1,27.98,39,38.08,,,,,
27.1,27.98,39,38.09,,,,,
27.1,27.98,39,38.09,,,,,
27.1,27.97,39,38.09,,,,,
27.1,27.97,39,38.1,,,,,
27.1,27.97,39,38.1,,,,,
27.1,27.97,39,38.1,,,,,
27.1,27.97,39,38.11,,,,,
27.1,27.96,39,38.11,,,,,
27.1,27.96,39,38.11,,,,,
27.1,27.96,39,38.12,,,,,
27.1,27.96,39,38.12,,,,,
27.1,27.96,39,38.12,,,,,
27.1,27.96,39,38.13,,,,,
27.1,27.95,39,38.13,,,,,
27.1,27.95,39,38.13,,,,,
27.1,27.95,39,38.13,,,,,
27.1,27.95,39,38.14,,,,,
27.1,27.95,39,38.14,,,,,
27.1,27.94,39,38.14,,,,,
27.1,27.94,39,38.15,,,,,
27.1,27.94,39,38.15,,,,,
27.1,27.94,39,38.15,,,,,
27.1,27.94,39,38.16,,,,,
27.1,27.94,39,38.16,,,,,
27.1,27.93,39,38.16,,,,,
27.1,27.93,39,38.16,,,,,
27.1,27.93,39,38.17,,,,,
27.1,27.93,39,38.17,,,,,
27.1,27.93,39,38.17,,,,,
27.1,27.93,39,38.18,,,,,
27.1,27.92,39,38.18,,,,,
27.1,27.92,39,38.18,,,,,
27.1,27.92,39,38.18,,,,,
27.1,27.92,39,38.19,,,,,
27.1,27.92,39,38.19,,,,,
27.1,27.91,39,38.19,,,,,
27.1,27.91,39,38.2,,,,,
27.1,27.91,39,38.2,,,,,
27.1,27.91,39,38.2,,,,,
27.1,27.91,39,38.2,,,,,
27.1,27.91,39,38.21,,,,,
27.1,27.9,39,38.21,,,,,
27.1,27.9,39,38.21,,,,,
27.1,27.9,39,38.22,,,,,
27.1,27.9,39,38.22,,,,,
27.1,27.9,39,38.22,,,,,
27.1,27.89,39,38.22,,,,,
27.1,27.89,39,38.23,,,,,
27.1,27.89,39,38.23,,,,,
27.1,27.89,39,38.23,,,,,
27.1,27.89,39,38.24,,,,,
27.1,27.89,39,38.24,,,,,
27.1,27.88,39,38.24,,,,,
27.1,27.88,39,38.24,,,,,
27.1,27.88,39,38.25,,,,,
27.1,27.88,39,38.25,,,,,
27.1,27.88,39,38.25,,,,,
27.1,27.88,39,38.25,,,,,
27.1,27.87,39,38.26,,,,,
27.1,27.87,39,38.26,,,,,
27.1,27.87,39,38.26,,,,,
27.1,27.87,39,38.26,,,,,
27.1,27.87,39,38.27,,,,,
27.1,27.86,39,38.27,,,,,
27.1,27.86,39,38.27,,,,,
27.1,27.86,39,38.28,,,,,
27.1,27.86,39,38.28,,,,,
27.1,27.86,39,38.28,,,,,
27.1,27.86,39,38.28,,,,,
27.1,27.85,39,38.29,,,,,
27.1,27.85,39,38.29,,,,,
27.1,27.85,39,38.29,,,,,
27.1,27.85,39,38.29,,,,,
27.1,27.85,39,38.3,,,,,
27.1,27.85,39,38.3,,,,,
27.1,27.84,39,38.3,,,,,
27.1,27.84,39,38.3,,,,,
27.1,27.84,39,38.31,,,,,
27.1,27.84,39,38.31,,,,,
27.1,27.84,40,38.31,,,,,
27.1,27.84,40,38.32,,,,,
27.1,27.83,40,38.33,,,,,
27.1,27.83,40,38.33,,,,,
27.1,27.83,40,38.34,,,,,
27.1,27.83,40,38.34,,,,,
27.1,27.83,40,38.35,,,,,
27.1,27.82,40,38.36,,,,,
27.1,27.82,40,38.36,,,,,
27.1,27.82,40,38.37,,,,,
27.1,27.82,40,38.38,,,,,
27.1,27.82,40,38.38,,,,,
27.1,27.82,39,38.38,,,,,
27.1,27.81,39,38.39,,,,,
27.1,27.81,39,38.39,,,,,
27.1,27.81,39,38.39,,,,,
27.1,27.81,39,38.39,,,,,
27.1,27.81,39,38.4,,,,,
27.1,27.81,39,38.4,,,,,
27.1,27.8,39,38.4,,,,,
27.1,27.8,39,38.4,,,,,
27.1,27.8,39,38.4,,,,,
27.1,27.8,39,38.41,,,,,
27.1,27.8,39,38.41,,,,,
27.1,27.8,39,38.41,,,,,
27.1,27.79,39,38.41,,,,,
27.1,27.79,39,38.42,,,,,
27.1,27.79,39,38.42,,,,,
27.1,27.79,39,38.42,,,,,
27.1,27.79,39,38.42,,,,,
27.1,27.79,39,38.42,,,,,
27.1,27.78,39,38.43,,,,,
27.1,27.78,39,38.43,,,,,
Sensor error! Check wiring.,,,,,,,,
Sensor error! Check wiring.,,,,,,,,
Sensor error! Check wiring.,,,,,,,,
27.1,27.78,40,38.43,,,,,
Sensor error! Check wiring.,,,,,,,,
27.1,27.78,40,38.44,,,,,
27.1,27.78,40,38.45,,,,,
27.1,27.78,40,38.45,,,,,
27.1,27.77,40,38.46,,,,,
27.1,27.77,39,38.46,,,,,
27.1,27.77,39,38.46,,,,,
27.1,27.77,39,38.46,,,,,
27.1,27.77,40,38.47,,,,,
27.1,27.77,39,38.47,,,,,
27.1,27.76,39,38.47,,,,,
27.1,27.76,40,38.48,,,,,
27.1,27.76,40,38.49,,,,,
27.1,27.76,40,38.49,,,,,
27.1,27.76,40,38.5,,,,,
27.1,27.76,40,38.5,,,,,
27.1,27.75,40,38.51,,,,,
27.1,27.75,40,38.51,,,,,
27.1,27.75,40,38.52,,,,,
27.1,27.75,40,38.53,,,,,
27.1,27.75,39,38.53,,,,,
27.1,27.75,39,38.53,,,,,
27.1,27.74,39,38.53,,,,,
27.1,27.74,39,38.53,,,,,
27.1,27.74,39,38.53,,,,,
26.8,27.74,39,38.54,,,,,
26.7,27.74,39,38.54,,,,,
26.7,27.73,39,38.54,,,,,
26.7,27.73,39,38.54,,,,,
26.7,27.73,39,38.54,,,,,
26.7,27.73,39,38.55,,,,,
26.7,27.72,39,38.55,,,,,
26.7,27.72,39,38.55,,,,,
26.7,27.72,39,38.55,,,,,
26.7,27.72,39,38.55,,,,,
26.7,27.71,39,38.55,,,,,
26.7,27.71,39,38.56,,,,,
26.7,27.71,39,38.56,,,,,
26.7,27.71,39,38.56,,,,,
26.7,27.7,39,38.56,,,,,
26.7,27.7,39,38.56,,,,,
26.7,27.7,39,38.56,,,,,
26.7,27.69,39,38.57,,,,,
26.7,27.69,39,38.57,,,,,
26.7,27.69,39,38.57,,,,,
26.7,27.69,39,38.57,,,,,
26.7,27.68,40,38.58,,,,,
26.7,27.68,40,38.58,,,,,
26.7,27.68,40,38.59,,,,,
26.7,27.68,40,38.59,,,,,
26.7,27.67,40,38.6,,,,,
26.7,27.67,40,38.6,,,,,
26.7,27.67,40,38.61,,,,,
26.7,27.67,40,38.61,,,,,
26.7,27.66,40,38.62,,,,,
26.7,27.66,40,38.62,,,,,
26.7,27.66,40,38.63,,,,,
26.7,27.66,40,38.63,,,,,
26.7,27.65,40,38.64,,,,,
26.7,27.65,40,38.65,,,,,
26.7,27.65,40,38.65,,,,,
26.7,27.65,40,38.66,,,,,
26.7,27.64,40,38.66,,,,,
26.7,27.64,40,38.67,,,,,
26.7,27.64,40,38.67,,,,,
26.7,27.64,40,38.68,,,,,
26.7,27.63,40,38.68,,,,,
26.7,27.63,40,38.69,,,,,
26.7,27.63,40,38.69,,,,,
26.7,27.63,40,38.7,,,,,
26.7,27.62,40,38.7,,,,,
26.7,27.62,40,38.71,,,,,
26.7,27.62,40,38.71,,,,,
26.7,27.61,40,38.72,,,,,
26.7,27.61,40,38.72,,,,,
26.7,27.61,40,38.73,,,,,
26.7,27.61,40,38.73,,,,,
26.7,27.6,40,38.74,,,,,
26.7,27.6,40,38.75,,,,,
26.8,27.6,40,38.75,,,,,
26.9,27.6,40,38.76,,,,,
27,27.6,40,38.76,,,,,
27.1,27.59,40,38.77,,,,,
27.1,27.59,40,38.77,,,,,
27.1,27.59,40,38.78,,,,,
27.1,27.59,40,38.78,,,,,
27.1,27.59,40,38.79,,,,,
27.1,27.59,40,38.79,,,,,
27.1,27.59,40,38.8,,,,,
27.1,27.59,40,38.8,,,,,
27.1,27.58,39,38.8,,,,,
27.1,27.58,39,38.8,,,,,
27.1,27.58,39,38.8,,,,,
27.1,27.58,39,38.8,,,,,
27.1,27.58,39,38.81,,,,,
27.1,27.58,39,38.81,,,,,
27.1,27.58,39,38.81,,,,,
27.1,27.57,39,38.81,,,,,
27.1,27.57,39,38.81,,,,,
27.1,27.57,39,38.81,,,,,
27.1,27.57,39,38.81,,,,,
27.1,27.57,39,38.81,,,,,
27.1,27.57,39,38.81,,,,,
27.1,27.57,39,38.81,,,,,
27.1,27.57,39,38.81,,,,,
27.1,27.56,39,38.81,,,,,
27.1,27.56,39,38.81,,,,,
27.1,27.56,39,38.82,,,,,
27.1,27.56,39,38.82,,,,,
27.1,27.56,39,38.82,,,,,
27.1,27.56,39,38.82,,,,,
27.1,27.56,39,38.82,,,,,
27.1,27.56,39,38.82,,,,,
27.1,27.55,39,38.82,,,,,
27.1,27.55,39,38.82,,,,,
27.1,27.55,39,38.82,,,,,
27.1,27.55,39,38.82,,,,,
27.1,27.55,39,38.82,,,,,
27.1,27.55,39,38.82,,,,,
27.1,27.55,39,38.82,,,,,
27.1,27.55,39,38.82,,,,,
27.1,27.54,39,38.83,,,,,
27.1,27.54,39,38.83,,,,,
27.1,27.54,39,38.83,,,,,
27.1,27.54,39,38.83,,,,,
27.1,27.54,39,38.83,,,,,
27.1,27.54,39,38.83,,,,,
27.1,27.54,39,38.83,,,,,
27.1,27.54,39,38.83,,,,,
27.1,27.53,39,38.83,,,,,
27.1,27.53,39,38.83,,,,,
27.1,27.53,39,38.83,,,,,
27.1,27.53,39,38.83,,,,,
27.1,27.53,39,38.83,,,,,
27.1,27.53,39,38.83,,,,,
27.1,27.53,39,38.83,,,,,
27.1,27.53,39,38.83,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.52,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.51,39,38.84,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.5,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.49,39,38.85,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.48,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.47,39,38.86,,,,,
27.1,27.46,39,38.86,,,,,
27.1,27.46,39,38.86,,,,,
27.1,27.46,39,38.86,,,,,
27.1,27.46,39,38.87,,,,,
27.1,27.46,39,38.87,,,,,
27.1,27.46,39,38.87,,,,,
27.1,27.46,39,38.87,,,,,
27.1,27.46,39,38.87,,,,,
27.1,27.46,39,38.87,,,,,
27.1,27.46,39,38.87,,,,,
27.1,27.46,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.45,39,38.87,,,,,
27.1,27.44,39,38.87,,,,,
27.1,27.44,39,38.87,,,,,
27.1,27.44,39,38.87,,,,,
27.1,27.44,39,38.87,,,,,
27.1,27.44,39,38.87,,,,,
27.1,27.44,39,38.87,,,,,
27.1,27.44,39,38.88,,,,,
27.1,27.44,39,38.88,,,,,
27.1,27.44,39,38.88,,,,,
27.1,27.44,39,38.88,,,,,
27.1,27.44,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.43,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.42,39,38.88,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.41,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.4,39,38.89,,,,,
27.1,27.39,39,38.89,,,,,
27.1,27.39,39,38.89,,,,,
27.1,27.39,39,38.89,,,,,
27.1,27.39,39,38.89,,,,,
27.1,27.39,39,38.89,,,,,
27.1,27.39,39,38.89,,,,,
27.1,27.39,39,38.89,,,,,
27.1,27.39,39,38.89,,,,,
27.1,27.39,39,38.9,,,,,
27.1,27.39,39,38.9,,,,,
27.1,27.39,39,38.9,,,,,
27.1,27.39,39,38.9,,,,,
27.1,27.39,39,38.9,,,,,
27.1,27.39,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.38,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.37,39,38.9,,,,,
27.1,27.36,39,38.9,,,,,
27.1,27.36,39,38.9,,,,,
27.1,27.36,39,38.9,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.36,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.35,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.91,,,,,
27.1,27.34,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,0.12481667,0.194012859,0.350279678,0.253948626
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.33,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.32,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
27.1,27.31,39,38.92,,,,,
